repo_name;pr_number;title;body;language;created_at;closed_at;merged_at;state;merged;review_count;files_changed;additions;deletions;comments;review_comments;time_to_close_hours;participant_count
mozilla/pdf.js;19806;Add more logical assignment in the `src/` folder;This patch uses nullish coalescing assignment in cases where it's immediately obvious from surrounding code that doing so is safe, and logical OR assignment elsewhere (mostly the changes in XFA code).;;2025-04-12T15:30:44+00:00;2025-04-12T16:51:28+00:00;2025-04-12T16:51:28+00:00;closed;True;1;6;33;65;6;0;1.3455555555555556;3
bradtraversy/design-resources-for-developers;1474;[CSSnippets] -> [UI Components & Kits];"A collection of HTML, React, CSS and Tailwind CSS code snippets for buttons, box-shadows, cards, checkboxes, dropdowns and many more.

Link: https://cssnippets.shefali.dev/

#### Checklist:

- [x] I have performed a self-review of submitted resource and its follows the guidelines of the projec...";;2025-03-11T07:53:19+00:00;2025-03-11T12:52:17+00:00;2025-03-11T12:52:17+00:00;closed;True;1;1;1;0;0;0;4.982777777777778;2
sherlock-project/sherlock;2404;Remove ask.fm + fix instagram  middleware;ASKfm was officially shutdown 1 December 2024 due to an announcement made by their administrators.;;2025-02-05T03:27:09+00:00;2025-02-17T05:13:21+00:00;2025-02-17T05:13:21+00:00;closed;True;1;1;1;9;1;0;289.77;2
h5bp/front-end-developer-interview-questions;896;Bump ws from 8.13.0 to 8.17.1;"Bumps [ws](https://github.com/websockets/ws) from 8.13.0 to 8.17.1.
<details>
<summary>Release notes</summary>
<p><em>Sourced from <a href=""https://github.com/websockets/ws/releases"">ws's releases</a>.</em></p>
<blockquote>
<h2>8.17.1</h2>
<h1>Bug fixes</h1>
<ul>
<li>Fixed a DoS vulnerability (<a hr...";;2024-06-18T07:51:33+00:00;2024-07-02T15:18:04+00:00;2024-07-02T15:18:04+00:00;closed;True;1;1;3;3;0;0;343.44194444444446;2
automatic1111/stable-diffusion-webui;16872;small fix,;"

## Description
small fix, prevent annoying error log when registering keydown esc from user custom js


## Screenshots/videos:


## Checklist:

- [x] I have read [contributing wiki page](https://github.com/AUTOMATIC1111/stable-diffusion-webui/wiki/Contributing)
- [x] I have performed a...";;2025-03-01T10:46:16+00:00;2025-03-04T16:10:18+00:00;2025-03-04T16:10:18+00:00;closed;True;2;1;1;1;0;1;77.40055555555556;3
unionlabs/union;4307;Mobile friendly;;;2025-04-12T21:17:22+00:00;2025-04-13T00:42:38+00:00;2025-04-13T00:42:38+00:00;closed;True;1;10;250;149;2;0;3.421111111111111;4
appflowy-io/appflowy;7725;fix: unable to accept the response from 'mark longer';"<!---
Thank you for submitting a pull request to AppFlowy. The team will dedicate their best efforts to reviewing and approving your pull request. If you have any questions about the project or feedback for us, please join our [Discord](https://discord.gg/wdjWUXXhtw).
-->

<!---
If your pull re...";;2025-04-11T02:58:02+00:00;2025-04-11T06:25:20+00:00;2025-04-11T06:25:20+00:00;closed;True;2;2;101;4;1;0;3.455;3
all-hands-ai/openhands;7812;Fix for race condition in cache;"- [ ] This change is worth documenting at https://docs.all-hands.dev/
- [ ] Include this change in the Release Notes. If checked, you **must** provide an **end-user friendly** description for your change below

**End-user friendly description of the problem this fixes or functionality that this i...";;2025-04-11T14:12:32+00:00;2025-04-12T13:43:35+00:00;2025-04-12T13:43:34+00:00;closed;True;8;1;20;12;1;7;23.5175;4
angular/angular.js;17177;docs: update end-of-life messages;"This change updates the messaging about AngularJS end-of-life in several places:
* Docs homepage
* Docs banner
* Security and support pages
* GitHub README

cc @aaronfrost 

@gkalpak am I missing anything here? I also want to update the changelog, but assume that happens automatically as par...";;2022-01-31T22:10:08+00:00;2022-03-18T19:04:56+00:00;2022-03-18T19:04:56+00:00;closed;True;11;7;52;76;2;20;1100.9133333333334;5
3b1b/manim;2280;Automatically identify the class name based on the specified line number.;"<!-- Thanks for contributing to manim!
    Please ensure that your pull request works with the latest version of manim.
-->

### Motivation
Whenever some user passes the command `-e <line_number>`, it feels redundant to specify the class name.

The closest class name (above the specified `<li...";;2024-12-16T10:28:40+00:00;2024-12-28T15:18:33+00:00;2024-12-28T15:18:33+00:00;closed;True;7;5;28;14;4;10;292.8313888888889;4
jetbrains/kotlin;5412;Add a serializer for kotlin.time.Instant;The corresponding `kotlinx.serialization` PR: https://github.com/Kotlin/kotlinx.serialization/pull/2945;;2025-03-05T07:56:29+00:00;2025-03-10T19:25:17+00:00;;closed;False;1;9;81;2;1;0;131.48;3
anduin2017/howtocook;1426;重构了指尖量水法的表述不清的句子;"重构了指尖量水法的表述不清的句子，什么叫做食指的第一个指节的**一半的一半**，令人完全无法理解到底是第一个指节的1/4还是3/4还是1又1/4。并且，根据江南米应该软糯微微湿润的特点，判断应该是1又1/4的水。

## 注意

Pull Request 提交后，预计 1 分钟内将会得到自动化格式检查的结果。只有通过自动化检查的 Pull Request 才会被人工审核。

- [x] 请确保此 Pull Request 能够通过自动化代码检查。

## 签署

必须签署下面的对话框才能开始审核。

### HowToCook 仓库采用了 [The Unlicense]...";;2025-03-26T04:48:14+00:00;2025-03-26T13:39:00+00:00;2025-03-26T13:39:00+00:00;closed;True;1;1;2;2;1;0;8.846111111111112;2
psf/requests;6899;Docs: Add quotes to prevent Zsh wildcard interpretation.;"```
zsh: no matches found: requests[socks]
```";;2025-02-19T02:08:27+00:00;2025-02-20T18:43:14+00:00;2025-02-20T18:43:14+00:00;closed;True;1;1;1;1;0;0;40.57972222222222;2
powershell/powershell;25346;Fix tab completion for env/function variables;"# PR Summary
Fixes the tab completion logic when attempting to autocomplete a function or env provider item.

## PR Context
Fixes: https://github.com/PowerShell/PowerShell/issues/25299

## PR Checklist

- [x] [PR has a meaningful title](https://github.com/PowerShell/PowerShell/blob/master/.g...";;2025-04-12T03:04:02+00:00;2025-04-12T06:04:19+00:00;2025-04-12T06:04:19+00:00;closed;True;1;2;44;4;4;0;3.004722222222222;4
chrislgarry/apollo-11;936;Add Swedish language translation;"- Add Swedish CONTRIBUTING.md and README.md file.
- Update so that Swedish is a choice in the main and other translated README.md and CONTRIBUTING.md files.
- Fix/update paths on all README.md and CONTRIBUTING.md files so you get redirected correctly to the Swedish alternative when you press it.";;2025-04-04T22:16:47+00:00;2025-04-05T16:05:08+00:00;2025-04-05T16:05:08+00:00;closed;True;1;66;447;0;1;0;17.805833333333332;2
reactivex/rxjava;7799;Fix MpscLinkedQueue GC issues;Similar to https://github.com/JCTools/JCTools/blob/master/jctools-core/src/main/java/org/jctools/queues/          MpscLinkedQueue.java#L120, null out the next pointer in the discarded consumer node when polling from the queue. If not, we leave behind a (potentially long) chain of connected garbage n...;;2024-11-21T16:55:43+00:00;2024-11-22T14:34:22+00:00;2024-11-22T14:34:22+00:00;closed;True;2;1;4;0;7;0;21.644166666666667;4
comfyanonymous/comfyui;7572;Update `filter_files_content_types` to support filtering 3d models;"Updates type, docstring, and unit tests for `filter_files_content_types` function of `folder_paths` module to support filtering 3d model files, as ComfyUI now supports 3D.

`fbx` is added to the mimetype cache manually, as .fbx (Filmbox) files aren't included in the standard MIME type databases on...";;2025-04-11T14:56:37+00:00;2025-04-12T22:30:40+00:00;2025-04-12T22:30:40+00:00;closed;True;2;2;24;6;0;2;31.5675;2
moment/moment;6241;misc: add libraries link to readme;"""moment"" is now considered a legacy project, I have prepared a pull request to update the documentation. 

This update includes recommendations for modern alternatives such as js-joda, date-fns, dayjs, and luxon. These libraries offer more up-to-date functionality and better performance for contem...";;2024-06-28T12:54:09+00:00;2024-07-13T06:23:26+00:00;;closed;False;1;1;1;1;2;0;353.48805555555555;4
gogs/gogs;7933;mod: bump golang.org/x/text from 0.21.0 to 0.22.0;"Bumps [golang.org/x/text](https://github.com/golang/text) from 0.21.0 to 0.22.0.
<details>
<summary>Commits</summary>
<ul>
<li><a href=""https://github.com/golang/text/commit/3b64043c9e8fa8cd61a019df17dc729630915fa9""><code>3b64043</code></a> go.mod: update golang.org/x dependencies</li>
<li><a href=""...";;2025-03-01T10:29:08+00:00;2025-03-05T04:11:08+00:00;2025-03-05T04:11:08+00:00;closed;True;1;2;6;4;0;0;89.7;2
tryghost/ghost;22865;Added Tinybird CD job;"ref https://linear.app/ghost/issue/PROD-217/figure-out-deployment-and-cicd-strategy-with-tinybird-forward

- Now that we've migrated our datafiles to the Tinybird Forward workspace, this CD job deploys the changes to our Tinybird files to the workspace so we can make changes to our workspace by pu...";;2025-04-10T22:05:37+00:00;2025-04-11T00:11:45+00:00;2025-04-11T00:11:45+00:00;closed;True;3;2;28;2;2;1;2.102222222222222;3
jekyll/jekyll;9805;Document the need for a `Gemfile` in deployment step of step-by-step walkthrough;"This is a 🔦 documentation change.

I've adjusted the documentation to include a note that Gemfile is already installed if the reader has completed step 1 in this tutorial. I thought it was kind of confusing to see instructions on adding a Gemfile when I had already done that step in the first part...";;2025-04-08T13:15:12+00:00;2025-04-08T16:15:23+00:00;2025-04-08T16:15:23+00:00;closed;True;4;1;2;2;0;4;3.003055555555556;2
stirling-tools/stirling-pdf;3342;Update 3rd Party Licenses;Auto-generated by StirlingBot;;2025-04-12T16:05:11+00:00;2025-04-12T17:20:10+00:00;2025-04-12T17:20:10+00:00;closed;True;1;1;1;1;0;0;1.2497222222222222;2
microsoft/web-dev-for-beginners;1372;docs: announce gen ai javascript;"# Description

- Changing text to announce Gen aI for JavaScript
- Adding images to make it extra compelling

Fixes # (issue)

## Type of change

- [ ] Bug fix (non-breaking change which fixes an issue)
- [ ] New feature (non-breaking change which adds functionality)
- [ ] Breaking change...";;2025-03-07T16:29:46+00:00;2025-03-10T20:27:28+00:00;2025-03-10T20:27:28+00:00;closed;True;17;3;21;6;0;14;75.96166666666667;4
ethereum/go-ethereum;31599;core/txpool: ensure `Add` respects the `sync` parameter if set;"closes https://github.com/ethereum/go-ethereum/issues/31554

This changes the legacy pool runloop which handles receiving resets/promotions and spins up reorg routines.  Now, every tx promotion request is tied to its own completion channel.  Requests are queued and closed at the end of next the re...";;2025-04-09T15:02:06+00:00;2025-04-12T02:37:16+00:00;;closed;False;1;2;38;19;2;0;59.58611111111111;2
geekan/metagpt;1728;example fix;"**Features**
<!-- Clear and direct description of the submit features. -->
<!-- If it's a bug fix, please also paste the issue link. -->

- di example fix
    
**Feature Docs**
<!-- The RFC, tutorial, or use cases about the feature if it's a pretty big update. If not, there is no need to fill...";;2025-02-28T08:17:34+00:00;2025-02-28T09:55:48+00:00;2025-02-28T09:55:48+00:00;closed;True;2;12;20;21;0;2;1.637222222222222;2
python/cpython;132463;[3.13] gh-131927: Prevent emitting optimizer warnings twice in the REPL (GH-131993);"(cherry picked from commit 3d08c8ad20dfabd4864be139cd9c2eb5602ccdfe)

<!-- gh-issue-number: gh-131927 -->
* Issue: gh-131927
<!-- /gh-issue-number -->
";;2025-04-13T07:16:20+00:00;2025-04-13T08:42:04+00:00;2025-04-13T08:42:04+00:00;closed;True;2;4;48;2;0;1;1.4288888888888889;2
public-apis/public-apis;4136;Update README.md;"Changed the url of APIXU application to the correct one because before it is was opening the Weatherstack API url.

<!-- Thank you for taking the time to work on a Pull Request for this project! -->
<!-- To ensure your PR is dealt with swiftly please check the following: -->
- [ ] My submission ...";;2025-02-08T16:15:51+00:00;2025-03-13T16:09:36+00:00;;closed;False;1;1;1;1;0;0;791.8958333333334;2
thealgorithms/java;6217;Bump org.junit:junit-bom from 5.12.1 to 5.12.2;"Bumps [org.junit:junit-bom](https://github.com/junit-team/junit5) from 5.12.1 to 5.12.2.
<details>
<summary>Release notes</summary>
<p><em>Sourced from <a href=""https://github.com/junit-team/junit5/releases"">org.junit:junit-bom's releases</a>.</em></p>
<blockquote>
<p>JUnit 5.12.2 = Platform 1.12.2 ...";;2025-04-11T21:28:40+00:00;2025-04-12T08:20:40+00:00;2025-04-12T08:20:40+00:00;closed;True;1;1;1;1;1;0;10.866666666666667;3
laurent22/joplin;12080;Completed Dutch (Belgium) translation;Completed the Dutch (Belgium) translation. ;;2025-04-09T21:29:21+00:00;2025-04-10T00:51:17+00:00;2025-04-10T00:51:17+00:00;closed;True;2;1;1020;1232;11;0;3.3655555555555554;3
axios/axios;6833;fix(buildFullPath): handle `allowAbsoluteUrls: false` without `baseURL`;"This PR fixes the logic in `buildFullPath` to properly handle the case where `allowAbsoluteUrls` is `false` and `baseURL` is `undefined`; currently, it throws a `TypeError`.

Resolves https://github.com/axios/axios/issues/6832.";;2025-03-14T17:11:10+00:00;2025-03-18T18:01:37+00:00;2025-03-18T18:01:37+00:00;closed;True;2;2;5;1;2;2;96.84083333333334;3
cypress-io/cypress;31489;chore: merge develop into release/15.0.0;"<!-- Thanks for contributing! PLEASE...
- Read our contributing guidelines: https://github.com/cypress-io/cypress/blob/develop/CONTRIBUTING.md 
- Read our Code Review Checklist on coding standards and what needs to be done before a PR can be merged: https://github.com/cypress-io/cypress/blob/devel...";;2025-04-11T17:29:11+00:00;2025-04-11T18:38:36+00:00;2025-04-11T18:38:35+00:00;closed;True;1;51;641;548;1;0;1.1569444444444446;3
microsoft/ml-for-beginners;789;Image Translations;updated image translations;;2025-02-14T06:09:20+00:00;2025-02-14T08:01:49+00:00;2025-02-14T08:01:49+00:00;closed;True;1;0;0;0;0;0;1.8747222222222224;2
ebookfoundation/free-programming-books;11860;Addition of Node.js Design Patterns;"## What does this PR do?
Add resource(s) 

## For resources
### Description
This PR adds the missing entry for the book Node.js Design Patterns to the list of recommended Node.js resources, as reported in issue #11836. This book is widely recognized in the Node.js community for its in-depth exp...";;2025-04-08T19:59:37+00:00;2025-04-10T03:49:23+00:00;;closed;False;1;2;3;2;2;1;31.829444444444444;3
marktext/marktext;3813;[i18n] Improve portuguese translation on the README;"<!-- Please change the Answers in the table below
     to reflect the contents of your pull request. -->

| Q                 | A
| ----------------- | ---
| Bug fix?          | no
| New feature?      | no
| Breaking changes? | no
| Deprecations?     | no
| New tests added?  | no
| Improve...";;2024-06-05T17:27:14+00:00;2024-06-10T15:31:27+00:00;2024-06-10T15:31:27+00:00;closed;True;1;1;15;15;0;0;118.07027777777778;2
fuellabs/sway;7074;forc call verbosity levels;"## Description

- Introduces verbosity levels for the `forc-call` command, replacing the `show-receipts` flag
  - Inspired by [`forge test` verbosity levels](https://book.getfoundry.sh/reference/forge/forge-test#evm-options); i.e. can specify `-v=1` or `-vv`, etc.
- Verbosity `v1` prints the fol...";;2025-04-08T23:58:02+00:00;2025-04-09T23:11:28+00:00;2025-04-09T23:11:28+00:00;closed;True;5;4;79;28;0;2;23.22388888888889;4
etcd-io/etcd;19738;K8s bump etcd version guide;"Clarified according to https://github.com/etcd-io/etcd/pull/19717#issuecomment-2789183940


Please read https://github.com/etcd-io/etcd/blob/main/CONTRIBUTING.md#contribution-flow.
";;2025-04-11T09:37:59+00:00;2025-04-12T12:29:51+00:00;2025-04-12T12:29:51+00:00;closed;True;4;1;2;0;7;3;26.864444444444445;5
scrapy/scrapy;6741;feat: Add test analytics;This PR sets up Codecov [Test Analytics](https://docs.codecov.com/docs/test-analytics), which enhances this project's existing Codecov coverage PR notification with details about failing, flaky, and slow tests. More details can be found [here](https://about.codecov.io/blog/find-failing-and-flaky-tes...;;2025-03-20T22:53:49+00:00;2025-03-21T11:28:48+00:00;2025-03-21T11:28:48+00:00;closed;True;1;5;17;4;2;0;12.583055555555555;4
microsoft/typescript;61523;Convert release publishing inputs into parameters;This seems to show up in the UI correctly. I'm hoping this is legal for the pipeline past that.;;2025-04-02T23:43:52+00:00;2025-04-04T19:22:19+00:00;2025-04-04T19:22:19+00:00;closed;True;3;1;19;5;0;0;43.64083333333333;2
github/gitignore;4606;Update ecu.test ignore up to 2025 1;"### Reasons for making this change

As the developers and product owners of [ecu.test](https://www.ecu-test.com/), we want to keep our  .gitignore template for all of our customers up-to-date.

### Links to documentation supporting these rule changes

There is no public documentation for these...";;2025-03-21T08:39:20+00:00;2025-03-21T15:47:39+00:00;2025-03-21T15:47:39+00:00;closed;True;3;1;14;10;1;0;7.138611111111112;4
topjohnwu/magisk;8928;Rename README.md to READM.E.md;;;2025-04-11T02:06:11+00:00;2025-04-11T05:26:23+00:00;;closed;False;1;1;0;0;0;0;3.3366666666666664;2
fatedier/frp;4666;Fix ports not being released on Service.Close();"### Description

`Service.Close()` leaves some listeners open after the `frps` server is closed, locking the ports until the entire program process is stopped. For CLI users of `frps`, this isn't an issue because the entire process stops when the server stops. But when using `frps` like a library,...";;2025-02-11T23:40:03+00:00;2025-02-12T03:28:31+00:00;2025-02-12T03:28:31+00:00;closed;True;2;1;35;9;0;0;3.807777777777778;3
toeverything/affine;11649;fix(editor): can not query in mobile at menu;"This PR addresses an issue where queries cannot be performed in the mobile menu, particularly on Android devices. The root cause was that the `event.key` of keypress returns 'Unidentified' on Android, which prevented proper query handling.

Changes made:
- Replaced the keydown event observer with a ...";;2025-04-12T18:43:25+00:00;2025-04-13T02:53:32+00:00;2025-04-13T02:53:32+00:00;closed;True;1;1;8;43;3;0;8.168611111111112;4
localstack/localstack;12514;APIGW: migrate TestInvokeMethod to NextGen;"<!-- Please refer to the contribution guidelines before raising a PR: https://github.com/localstack/localstack/blob/master/docs/CONTRIBUTING.md -->

<!-- Why am I raising this PR? Add context such as related issues, PRs, or documentation. -->
## Motivation
The `TestInvokeMethod` operation was st...";;2025-04-10T19:50:12+00:00;2025-04-11T19:14:36+00:00;2025-04-11T19:14:36+00:00;closed;True;3;10;390;189;1;9;23.406666666666663;3
minio/minio;21122;Fix buffered streams missing final entries ;"On buffered streams the final entries could be missing, if a lot are delivered when stream ends.

Fixes end-of-stream cancelling return of final entries by canceling with the StreamEOF error.

Backport.

## Types of changes
- [x] Bug fix (non-breaking change which fixes an issue)
";;2025-04-10T12:22:24+00:00;2025-04-10T15:29:20+00:00;2025-04-10T15:29:20+00:00;closed;True;1;1;1;2;0;0;3.1155555555555554;2
meilisearch/meilisearch;5492;make meilisearch accept cancelation tasks even when the disk is full;"# Pull Request

## Related issue
Fixes https://github.com/meilisearch/meilisearch/issues/5334

## What does this PR do?
- Let the task cancelation skip through the task queue usage check like we already do for the task deletion
- Update the test running of the full task queue to ensure we’re ...";;2025-04-03T13:51:12+00:00;2025-04-03T16:46:51+00:00;2025-04-03T16:46:51+00:00;closed;True;2;3;33;6;0;3;2.9275;3
openinterpreter/open-interpreter;1506;fix: relax starlette version requirement to resolve FastAPI conflict;"## Description
This PR addresses the dependency conflict between Starlette versions required by core dependencies and FastAPI server features by relaxing the version constraints in pyproject.toml.

### Changes Made
Modified `pyproject.toml` to update Starlette version requirement:
```diff
- st...";;2024-10-27T04:07:34+00:00;2024-10-28T17:37:19+00:00;2024-10-28T17:37:19+00:00;closed;True;1;1;1;1;1;0;37.49583333333333;3
tldr-pages/tldr;16166;gomi: add page;"<!--
Thank you for contributing!
Please fill in the following checklist, removing items that do not apply.
See also https://github.com/tldr-pages/tldr/blob/main/CONTRIBUTING.md
-->

- [x] The page(s) are in the correct platform directories: `common`, `linux`, `osx`, `windows`, `sunos`, `androi...";;2025-04-13T00:40:48+00:00;2025-04-13T16:16:41+00:00;2025-04-13T16:16:41+00:00;closed;True;8;1;21;0;2;17;15.598055555555556;3
yangshun/tech-interview-handbook;666;"[fix] update hyperlink for ""Open a pull request!"" on home page";This PR should close #665, I have changed the hyperlink for the text `Open a pull request!` specificially in [this file](https://github.com/yangshun/tech-interview-handbook/blob/main/apps/website/src/pages/index.js) from this [invalid link](https://github.com/yangshun/tech-interview-handbook/edit/ma...;;2024-10-06T09:43:34+00:00;2024-10-06T11:06:45+00:00;2024-10-06T11:06:45+00:00;closed;True;1;1;1;1;0;0;1.386388888888889;2
textualize/rich;3675;TTY_COMPATIBLE;"Implement new `TTY_COMPATIBLE` environment variable

@ofek @webknjaz @hugovk 

Relevant discussion: https://github.com/Textualize/rich/issues/2924
";;2025-03-28T11:39:03+00:00;2025-03-28T14:54:23+00:00;2025-03-28T14:54:23+00:00;closed;True;1;6;195;102;2;0;3.2555555555555555;4
mungell/awesome-for-beginners;1600;learning how to use open source tech stack;;;2025-04-03T20:05:30+00:00;2025-04-04T17:49:18+00:00;;closed;False;1;2;3;3;0;0;21.73;2
fuellabs/fuel-core;2943;fix(decompression): registry root calculation;"
## Linked Issues/PRs
<!-- List of related issues/PRs -->
errors found while building registry root calc in decompression game

## Description
<!-- List of detailed changes -->

## Checklist
- [ ] Breaking changes are clearly marked as such in the PR description and changelog
- [ ] New behavior is r...";;2025-04-10T13:14:10+00:00;2025-04-10T15:48:53+00:00;2025-04-10T15:48:53+00:00;closed;True;3;3;2;2;0;0;2.578611111111111;4
vuejs/awesome-vue;4219;Update README.md;"Added Spike Admin for Vue added

### `General`
> ✏️ Mark the necessary items without changing the structure of the PR template.

- [ ] Pull request template structure not broken

### `Type`

> ℹ️  What types of changes does your code introduce?

> 👉 _Put an `x` in the boxes that apply_
...";;2024-12-21T08:42:22+00:00;2024-12-23T10:19:48+00:00;;closed;False;1;1;1;0;1;0;49.62388888888889;2
mrdoob/three.js;30921;RenderTarget: Fix depth texture assignment regression.;"I fixed a small bug in RenderTarget.js. I corrected the usage of depthTexture assignment in the RenderTarget constructor. Now using the setter function again like in r174 and before. The setter ensure the correct _depthTexture assignment and proper renderTarget linkage.

Fixed #30895

A lot of c...";;2025-04-13T00:00:07+00:00;2025-04-13T08:30:28+00:00;2025-04-13T08:30:28+00:00;closed;True;1;1;2;1;2;0;8.505833333333333;3
yt-dlp/yt-dlp;12848;[utils] `url_or_none`: Support WebSocket URLs;"<!--
    **IMPORTANT**: PRs without the template will be CLOSED
    
    Due to the high volume of pull requests, it may be a while before your PR is reviewed.
    Please try to keep your pull request focused on a single bugfix or new feature.
    Pull requests with a vast scope and/or very lar...";;2025-04-06T08:55:24+00:00;2025-04-06T18:46:08+00:00;2025-04-06T18:46:08+00:00;closed;True;3;2;3;1;0;1;9.845555555555556;3
antonosika/gpt-engineer;1191;Usability improvements;"- Improvement mode toml filelist have to be in full-path sorted mode. 
  By using large project the current listing is ""mixed"" and very hard to use. 

- Increasing timeout value in chat_to_files finditer. 
  By using DeepSeek API with ""deepseek-coder"" model without this timeout increment the res...";;2024-07-23T19:58:16+00:00;2024-08-08T17:27:39+00:00;2024-08-08T17:27:39+00:00;closed;True;10;9;140;20;2;12;381.4897222222222;2
twbs/bootstrap;41355;Add no-spinners utility to remove input spinners;"Adds a new utility class .no-spinners to remove spinners
from number inputs. Includes visual test in tests/visual/no-spinners.html
and documentation in docs/5.3/utilities/misc.md. Implemented via
a separate _no-spinners.scss file due to utilities API limitations
with pseudo-elements like ::-webk...";;2025-04-07T18:05:16+00:00;2025-04-07T21:13:28+00:00;;closed;False;1;2;30;0;0;0;3.1366666666666667;2
pmndrs/zustand;3080;docs: update tutorial;"## Summary

Replaced setSquares with onPlay in the handleClick function of the Board component

## Check List

- [ ] `pnpm run fix` for formatting and linting code and docs
";;2025-04-11T19:14:37+00:00;2025-04-11T21:23:46+00:00;2025-04-11T21:23:46+00:00;closed;True;1;1;1;1;3;0;2.1525;5
